Project_URL,Categories,Technology,Priority
https://gispac.com.au/,"Ecommerce , Bags / Backpacks, Website / Web App",Shopify,4
https://originalswat.com/,"Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Store Locator, Website / Web App",Shopify,3
https://www.rheafootwear.com/,"Multicurrency, Ecommerce , Footwear / Boots, Parallax effect / Animations, Website / Web App",Shopify,4
https://specialmilano.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Website / Web App",Shopify,4
https://originalfootwear.com/,"Multicurrency, Ecommerce , Multilingual, Footwear / Boots, Store Locator, Website / Web App",Shopify,2
https://shycreation.com/,"Jewellery , Ecommerce , Store Locator, Website / Web App",Shopify,5
https://www.loveshines.com/,"Jewellery , Ecommerce , Tools / Customisers / Personalisers, Website / Web App",Shopify,3
https://ebridal.design/,"Clothing / Textile / Apparels / Clothes / T-shirts, Wedding , Ecommerce , Multilingual, Tools / Customisers / Personalisers, Website / Web App",Shopify,3
https://www.hawaiivolcanic.com/,"Subscriptions  /  Subscribe , Ecommerce , Store Locator, Website / Web App",Shopify,6
https://labelleglow.com/,"Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,6
https://www.beautyitis.com/,"Multi-vendor, Ecommerce , Skin Care / Beauty, Parallax effect / Animations, Website / Web App",Shopify,5
https://mybeautysite.com/,"Wholesale / B2B, Membership , Ecommerce , Skin Care / Beauty, Multilingual, DropShipping / Logistics, Website / Web App",Shopify,5
https://thebeathousecosmetics.com/,"Ecommerce , Skin Care / Beauty, Product Options, Website / Web App",Shopify,3
https://molecularbotanics.eu/,"Ecommerce , Skin Care / Beauty, Bundled products, Website / Web App","Shopify, Shopify Plus",7
https://luvmyhair.com/,"Hair, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,5
https://teasedhairextensions.com/,"Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,3
https://www.omegor.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Multilingual, Headless, Rewards / Discounts / Coupons / Offers, Website / Web App","Shopify, React Js",6
https://store.bariatricpal.com/,"Community / Association , Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6
https://www.nordikspace.com/,"Ecommerce , Home decor / Interior decoration, Poster / Canvas / Portrait, Website / Web App",Shopify,5
https://standdesk.com/,"Ecommerce , Tools / Customisers / Personalisers, Chairs / Office Chairs / Furniture, Product Options, Website / Web App","Shopify, Shopify Plus",5
https://najarianfurniture.com/,"Informational / Services, Chairs / Office Chairs / Furniture, Store Locator, Website / Web App",Shopify,4
https://www.houseofvapeslondon.co.uk/,"Ecommerce , Vape / CBD / E-Liquid, Website / Web App",Shopify,4
https://altatechnologies.com/,"Ecommerce , Request a quote / Multi-step Forms / Get a quote , Rental / Used products, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,5
https://toshuba.myshopify.com/,"Ecommerce , Multilingual, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,3
https://www.sweetflour.ca/,"Ecommerce , Rewards / Discounts / Coupons / Offers, Food and catering / Online food delivery, Website / Web App",Shopify,5
https://partsmarket.biz/,"Automobiles / Automotive / Car Dealers, Informational / Services, Website / Web App",Shopify,3
https://engineparts.trade/,"Automobiles / Automotive / Car Dealers, Informational / Services, Website / Web App",Shopify,3
https://www.thepiehole.com/,"Ecommerce , Food and catering / Online food delivery, Product Options, Website / Web App",Shopify,4
https://numeals.com.au/,"Ecommerce , Tools / Customisers / Personalisers, Food and catering / Online food delivery, Website / Web App",Shopify,6
https://flaviar.com/,"Subscriptions  /  Subscribe , Ecommerce , Liquor / Wine, Website / Web App","Shopify, Shopify Plus",7
https://dossier.co/,"Ecommerce , Web + Mobile Apps, Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,7
https://www.montreallighting.com/,"Ecommerce , Multilingual, Online Appointments Booking, Chairs / Office Chairs / Furniture, Electronics, Home decor / Interior decoration, Website / Web App",Shopify,6
https://sunnamusk.com/,"Multicurrency, Ecommerce , Rewards / Discounts / Coupons / Offers, Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,6
https://montisworld.nl/,"Events, Education/School, Online Appointments Booking, Kids, Website / Web App",Shopify,6
https://www.briscoes.ie/,"Ecommerce , Electronics, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App","Bigcommerce, React Js",4
https://www.myperfumeshop.com.au/,"Multicurrency, Ecommerce , Skin Care / Beauty, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,5
https://krigler.com/,"Ecommerce , Store Locator, Perfumes / Diffusers / Scent / Candles, Website / Web App",Shopify,3
https://azarivineyards.com/,"Membership , Ecommerce , Online Appointments Booking, Liquor / Wine, Website / Web App",Shopify,4
https://www.magiscenter.com/,"Books / Magazines, Ecommerce , Blogging / Blogs, Digital / Downloadable Products, Website / Web App",Shopify,5
https://branding.cards/,"Subscriptions  /  Subscribe , Ecommerce , Website / Web App",Shopify,3
https://wazarts.com/,"Ecommerce , Florist / Flowers, Website / Web App",Shopify,3
https://maxwellandwilliams.com.au/,"Ecommerce , Headless, Kitchenware / Crockery / Utensils / Knives, Website / Web App","Shopify, React Js",6
https://originallyyellow.com/,"Ecommerce , Website / Web App",Shopify,4
https://la-melle.de/,"Art, Ecommerce , Wallpapers, Tools / Customisers / Personalisers, Home decor / Interior decoration, Product Options, Website / Web App, Adobe Stock",Shopify,5
https://onecottage.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Books / Magazines, Ecommerce , Electronics, Home decor / Interior decoration, Product Options, Website / Web App",Shopify,3
https://www.shopmegakaraoke.com/,"Music / Entertainment, Multicurrency, Ecommerce , Multilingual, Electronics, Rental / Used products, Website / Web App",Shopify,4
https://www.xtreme4x4.me/,"Automobiles / Automotive / Car Dealers, Multicurrency, Multi-vendor, Ecommerce , Year / Make / Model, Website / Web App",Shopify,4
https://pouches.eu/,"Multicurrency, Ecommerce , Multilingual, Vape / CBD / E-Liquid, Website / Web App",Shopify,4
https://halcene.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Men, Website / Web App",Shopify,5
https://athletabis.co/,"Sports / Athletes, Ecommerce , Skin Care / Beauty, Website / Web App",Shopify,3
https://simonett.us/,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Footwear / Boots, Website / Web App",Shopify,3
https://hennacaravan.com/,"Ecommerce , Skin Care / Beauty, Online Appointments Booking, Essential oils / Cooking oils / Olive oils, Website / Web App",Shopify,4
https://thesis.bike/,"Automobiles / Automotive / Car Dealers, Ecommerce , Blogging / Blogs, Online Appointments Booking, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,5
https://polyestershirts.com/,"Ecommerce , Website / Web App",Shopify,6
https://www.advert.ink/,"Clothing / Textile / Apparels / Clothes / T-shirts, Informational / Services, Request a quote / Multi-step Forms / Get a quote , Website / Web App",Webflow,5
https://www.bigcommerce.com/apps/okinus-checkout/,"One Page Checkout, Plugins / Apps / Extensions , Fintech / Finance / Financial , Quiz / Questionnaire",Bigcommerce,5
https://www.bigcommerce.com/apps/fraudlabs-pro/,"Plugins / Apps / Extensions , Online security / Fraud prevention",Bigcommerce,5
https://www.ifitbarks.com/,"Ecommerce , Pet / Dog / Cat, Tools / Customisers / Personalisers, Website / Web App",Bigcommerce,7
https://www.manhattanhomedesign.com/,"Ecommerce , Chairs / Office Chairs / Furniture, Electronics, Website / Web App","Bigcommerce, React Js",6
https://www.nebonsai.com/,"Ecommerce , Plants / Environment / Agriculture, Home decor / Interior decoration, Website / Web App",Bigcommerce,6
https://bearpaw.com/,"Ecommerce , Payment gateways, Rewards / Discounts / Coupons / Offers, Footwear / Boots, Website / Web App",Bigcommerce,6
https://www.needforseat.com/,"Multicurrency, Ecommerce , Tools / Customisers / Personalisers, Chairs / Office Chairs / Furniture, Request a quote / Multi-step Forms / Get a quote , Product Options, Website / Web App",Shopify,5
https://www.extremeperformance.com/,"Automobiles / Automotive / Car Dealers, Ecommerce , Headless, Year / Make / Model, Website / Web App","API integration, Node JS, Bigcommerce, React Js",6
https://injen.com/,"Automobiles / Automotive / Car Dealers, Multi-vendor, Ecommerce , Year / Make / Model, Website / Web App","Node JS, React Js",5
https://life.tenergy.com/,"Ecommerce , Headless, Rewards / Discounts / Coupons / Offers, Electronics, Website / Web App","Bigcommerce, React Js",4
https://pilotstuffonline.com/,"Ecommerce , Electronics, Request a quote / Multi-step Forms / Get a quote , Sunglasses / Eyewear / Lenses, Toys / Soft toys / Gifts / Gift card, Website / Web App",Bigcommerce,5
https://theknifeconnection.com/,"Ecommerce , Tools / Customisers / Personalisers, Kitchenware / Crockery / Utensils / Knives, Website / Web App",Bigcommerce,5
https://www.aquariumspareparts.com.au/,"Ecommerce , Rewards / Discounts / Coupons / Offers, Online Calculators, Aquatic products / Oceanic / Fishing products, Bundled products, Website / Web App",Bigcommerce,5
https://www.mashandgrape.com/,"Ecommerce , Marketplace, Liquor / Wine, Website / Web App",Shopify,4
https://dejaun.com/,"Jewellery , Watches , Ecommerce , Website / Web App",Shopify,3
https://www.discountwatersofteners.com/,"Ecommerce , Quiz / Questionnaire, Purifiers / Filterations, Product Options, Website / Web App",Bigcommerce,5
https://www.laundrycompany.co.uk/,"Ecommerce , Laundary company / laundary products, Website / Web App",Bigcommerce,4
https://mbare.com/,"Maps / Google Map / GPS , Ecommerce , Headless, Home decor / Interior decoration, Website / Web App","Bigcommerce, React Js",4
https://treadmilloutlet.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Headless, Website / Web App","Bigcommerce, React Js",4
https://vortexhockey.co.uk/,"Ecommerce , Website / Web App",Bigcommerce,3
https://theammosource.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Electronics, Sunglasses / Eyewear / Lenses, Toys / Soft toys / Gifts / Gift card, Kitchenware / Crockery / Utensils / Knives, Aquatic products / Oceanic / Fishing products, Firearm / Guns / Ammunition, Website / Web App",Bigcommerce,3
https://www.companydiligence.com/,"Company / Corporate / Consulting Website / Firm, Ecommerce , Informational / Services, Multilingual, Website / Web App",Bigcommerce,4
https://creatrixsolutions.com/,"Multicurrency, Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Skin Care / Beauty, Payment gateways, Purifiers / Filterations, Website / Web App",Bigcommerce,4
https://shop.weolive.com/,"Books / Magazines, Ecommerce , Rewards / Discounts / Coupons / Offers, Essential oils / Cooking oils / Olive oils, Website / Web App",Bigcommerce,3
https://stampthemoment.com/,"Jewellery , Ecommerce , Tools / Customisers / Personalisers, Website / Web App",Bigcommerce,3
https://www.aperionproductions.com/,"Events, Food and catering / Online food delivery, Website / Web App","Wix, React Js",2
https://pspsupspecialists.com/,"Ecommerce , Rental / Used products, Website / Web App",Bigcommerce,2
https://aventuraclothing.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App","Bigcommerce, Vue.js",6
https://commercemarketplace.adobe.com/fenalabs-module-payments.html,"Ecommerce , Plugins / Apps / Extensions , Payment gateways, Fintech / Finance / Financial","Magento 2",5
https://commercemarketplace.adobe.com/credova-module-financial.html,"One Page Checkout, Ecommerce , Plugins / Apps / Extensions , Payment gateways, Fintech / Finance / Financial","Magento 2",6
https://github.com/tbiinfotech/Magento2-Module,"Ecommerce , Plugins / Apps / Extensions , Online security / Fraud prevention","Magento 2",5
https://www.allgolf.nl/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Ecommerce , Elementor, Website / Web App","Wordpress, Woocommerce",6
https://www.xtremenutrition.co.nz/,"One Page Checkout, Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Rewards / Discounts / Coupons / Offers, Product Options, Website / Web App","Magento 2",5
https://genericshot.com/,"Multi-vendor, Ecommerce , Medical / Pharmacy / Medicines, Website / Web App","Magento 2",6
https://www.booster.be/wholesale/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Wholesale / B2B, Membership , Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Multilingual, Website / Web App",Magento,4
https://olivermachinery.net/,"Wholesale / B2B, Ecommerce , Comparison / Compare products, Machines / Industrial products, Website / Web App","Magento 2",5
https://greensoulorganics.com.au/,"Multi-vendor, Ecommerce , Skin Care / Beauty, Grocery / Fruits /  Vegetables / Dairy products , Comparison / Compare products, Website / Web App",Magento,3
https://underworks.com.au/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Website / Web App","Magento 2",6
https://darussalamstore.com/,"Books / Magazines, Ecommerce , Multilingual, Comparison / Compare products, Website / Web App","Magento 2",5
https://www.flooringhut.co.uk/,"Ecommerce , Tools / Customisers / Personalisers, Home decor / Interior decoration, Request a quote / Multi-step Forms / Get a quote , Comparison / Compare products, Website / Web App, Flooring / Tiles / Stones","Magento 2",5
https://www.dynatrac.com/index.php,"Automobiles / Automotive / Car Dealers, Ecommerce , Website / Web App","Magento 2",4
https://www.protectcovers.com/,"Ecommerce , Rewards / Discounts / Coupons / Offers, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App","Magento 2",4
https://3xsupply.com/,"Ecommerce , Kitchenware / Crockery / Utensils / Knives, Website / Web App","Magento 2",6
https://oteroindustrial.cl/,"Automobiles / Automotive / Car Dealers, Ecommerce , Product Options, Machines / Industrial products, Website / Web App","Magento 2",5
https://nvspromo.com/,"Wholesale / B2B, Ecommerce , Electronics, Comparison / Compare products, Website / Web App","Magento 2",5
https://www.unique-canvas.com/,"Photography / Photographer, Art, Ecommerce , Multilingual, Wallpapers, Tools / Customisers / Personalisers, Home decor / Interior decoration, Product Options, Website / Web App","Magento 2",5
https://www.tradie.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Website / Web App","Magento 2",5
https://www.tackleundies.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Website / Web App","Magento 2",3
https://www.subastralinc.com/,"Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",3
https://www.buydesign.com.au/,"Ecommerce , Chairs / Office Chairs / Furniture, Electronics, Comparison / Compare products, Website / Web App","Magento 2",4
https://www.esportmania.gr/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Ecommerce , Footwear / Boots, Product Options, Website / Web App",Magento,6
https://www.lensabl.com/,"Subscriptions  /  Subscribe , Ecommerce , Headless, Tools / Customisers / Personalisers, Quiz / Questionnaire, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Magento, React Js",5
https://www.lancashiretextiles.co.uk/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",5
https://bulknaturaloils.com/,"Wholesale / B2B, Ecommerce , Essential oils / Cooking oils / Olive oils, Website / Web App",Magento,4
https://bekkerlagram.nl/,"Automobiles / Automotive / Car Dealers, Company / Corporate / Consulting Website / Firm, Machines / Industrial products, Website / Web App",Wordpress,5
https://nnstoffen.nl/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",3
https://gryphonestatesilver.com/,"Ecommerce , Kitchenware / Crockery / Utensils / Knives, Website / Web App","Magento 2",3
https://www.true-whey.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Product Options, Website / Web App","Magento 2",3
https://gemvy.com/,"Jewellery , Ecommerce , Tools / Customisers / Personalisers, Product Options, Comparison / Compare products, Website / Web App","Magento 2",4
https://www.faeriesdance.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Jewellery , Ecommerce , Rewards / Discounts / Coupons / Offers, Comparison / Compare products, Website / Web App","Magento 2",3
https://argane.be/,"Hair, Multicurrency, Ecommerce , Multilingual, Essential oils / Cooking oils / Olive oils, Comparison / Compare products, Website / Web App","Magento 2",4
https://www.oetuning.com/,"Automobiles / Automotive / Car Dealers, Ecommerce , Comparison / Compare products, Store Locator, Website / Web App","Magento 2",4
https://www.3leggedthing.com/,"Tour & Travel /  Itinerary, Ecommerce , Electronics, Product Options, Website / Web App",Magento,3
https://www.enterasource.com/,"Company / Corporate / Consulting Website / Firm, Ecommerce , Rental / Used products, Servers / Storage / Networking products, Website / Web App","Magento 2",6
https://mypartyshirt.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Website / Web App",Magento,3
https://www.theinstrumentplace.com/,"Music / Entertainment, Ecommerce , Rental / Used products, Product Options, Instruments / Guitars, Website / Web App","Magento 2",5
https://frameitall.com/,"Ecommerce , Florist / Flowers, Plants / Environment / Agriculture, Product Options, Website / Web App",Shopify,6
https://safetysolutionsuk.net/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Footwear / Boots, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Wordpress, Woocommerce",5
https://camelstep.com/,"Ecommerce , Quiz / Questionnaire, Food and catering / Online food delivery, Coffee, RTL / Arabic, Website / Web App","React Js",4
https://awscales.com/,"Ecommerce , Tools / Customisers / Personalisers, Electronics, Website / Web App",Bigcommerce,3
https://andromedainsights.com/,"Ecommerce , Tools / Customisers / Personalisers, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,6
https://greenshorticulture.co.uk/,"Ecommerce , Plants / Environment / Agriculture, Website / Web App",Shopify,4
https://relightdepot.com/,"Ecommerce , Electronics, Website / Web App","Bigcommerce, React Js",4
https://honeybeehealth.com/,"Ecommerce , Medical / Pharmacy / Medicines, Headless, Website / Web App","Ruby on Rails, React Js",5
https://defected.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Music / Entertainment, Ecommerce , Events, Poster / Canvas / Portrait, Website / Web App","Magento 2",6
https://foxchapelpublishing.com/,"Books / Magazines, Ecommerce , Product Options, Website / Web App","Shopify, React Js",4
https://www.getmytea.com/,"Ecommerce , Grocery / Fruits /  Vegetables / Dairy products , Elementor, Website / Web App","Wordpress, Woocommerce",5
https://charlesparsonsinteriors.com.au/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Home decor / Interior decoration, Product Options, Store Locator, Website / Web App","React Js",3
https://www.gbic-shop.de/,"Wholesale / B2B, Ecommerce , Multilingual, Electronics, Product Options, Website / Web App","Core PHP",3
https://store.hermanmiller.com/,"Ecommerce , Multilingual, Online Appointments Booking, Tools / Customisers / Personalisers, Chairs / Office Chairs / Furniture, Electronics, Home decor / Interior decoration, Product Options, Website / Web App","Shopify, React Js",6
https://www.logoup.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Tools / Customisers / Personalisers, Website / Web App","React Js",5
https://superexportshop.org/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Multicurrency, Ecommerce , Multilingual, Website / Web App","Shopify, React Js",3
https://www.uorganic.co.uk/,"Multicurrency, Ecommerce , Skin Care / Beauty, Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,5
https://lynendo.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,4
https://www.thesterlingpet.com/,"Multicurrency, Ecommerce , Pet / Dog / Cat, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,3
https://inprimetime.com/,"Ecommerce , Grocery / Fruits /  Vegetables / Dairy products , Website / Web App",Shopify,3
https://teearabia.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Wholesale / B2B, Ecommerce , Multilingual, Request a quote / Multi-step Forms / Get a quote , RTL / Arabic, Website / Web App",Shopify,2
https://81stgeneration.com/,"Jewellery , Ecommerce , Product Options, Website / Web App",Shopify,4
https://www.powerrideoutlet.com/,"Automobiles / Automotive / Car Dealers, Ecommerce , Rewards / Discounts / Coupons / Offers, Product Options, Website / Web App",Shopify,4
https://amoo.us/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6
https://shop.oceaneering.com/,"Ecommerce , Electronics, Aquatic products / Oceanic / Fishing products, Website / Web App","Shopify, Shopify Plus",3
https://www.lebouquet.com/en/,"Ecommerce , Multilingual, CRM, Florist / Flowers, Elementor, Product Options, Website / Web App","Wordpress, Woocommerce",5
https://brennansbest.com/,"Ecommerce , Elementor, Food and catering / Online food delivery, Astra Theme, Website / Web App","Wordpress, Woocommerce",4
https://brookeyewear.com/,"Ecommerce , Tools / Customisers / Personalisers, Elementor, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Wordpress, Woocommerce",5
https://ruttobats.com/,"Sports / Athletes, Ecommerce , Tools / Customisers / Personalisers, Elementor, Product Options, Astra Theme, Website / Web App","Wordpress, Woocommerce",5
https://www.weapondepot.com/,"Multi-vendor, Ecommerce , Marketplace, NFT, Kitchenware / Crockery / Utensils / Knives, Aquatic products / Oceanic / Fishing products, Firearm / Guns / Ammunition, Multistore, Bags / Backpacks, Website / Web App","Wordpress, Woocommerce",5
https://extremewheels.com/,"Automobiles / Automotive / Car Dealers, Multi-vendor, Ecommerce , Divi Theme, Year / Make / Model, Website / Web App","Wordpress, API integration, Woocommerce",5
https://planmedicare.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Medical / Pharmacy / Medicines, Online Appointments Booking, Website / Web App",Wordpress,7
https://www.chili-health.ch/,"Company / Corporate / Consulting Website / Firm, Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Informational / Services, Online Appointments Booking, Elementor, Website / Web App",Wordpress,6
